GraphName,Version,Nodes,Edges,Wall Time,CPU Time,Clusters,Modularity,MaxIterations,FirstMoveTime,MoveTime,CoarsenTime,RefineTime,Threads,CacheLevel,CacheMissCount,Refine
asia,PLP,11950757,12711603,2.20911,78.0268,156429,0.968768,25,0,2171,0,0,36,LL,0,0
belgium,MPLP,1441295,1549970,0.443267,8.13276,28238,0.952298,25,0,167,0,0,36,LL,0,0
asia,MPLP,11950757,12711603,1.94394,28.2855,156456,0.968732,25,0,529,0,0,36,LL,0,0
delaunay_n24,PLP,16777216,50331601,4.02364,143.195,516635,0.809261,25,0,3984,0,0,36,LL,0,0
germany,PLP,11548845,12369181,3.90852,136.39,254464,0.954214,25,0,3873,0,0,36,LL,0,0
delaunay_n24,MPLP,16777216,50331601,3.23561,54.3393,516832,0.809272,25,0,1281,0,0,36,LL,0,0
germany,MPLP,11548845,12369181,1.92549,30.2134,256975,0.953843,25,0,623,0,0,36,LL,0,0
europe,PLP,50912018,54054660,26.5765,944.951,900715,0.961676,25,0,26478,0,0,36,LL,0,0
europe,MPLP,50912018,54054660,8.3623,106.527,893891,0.961787,25,0,2673,0,0,36,LL,0,0
in-2004,PLP,1382908,13591473,0.270121,9.39647,25951,0.940355,25,0,251,0,0,36,LL,0,0
in-2004,MPLP,1382908,13591473,0.322071,6.6162,25851,0.939151,25,0,102,0,0,36,LL,0,0
kkt_power,PLP,2063494,6482320,0.780448,27.3183,38114,0.757337,25,0,746,0,0,36,LL,0,0
kkt_power,MPLP,2063494,6482320,0.561826,10.2536,38597,0.755583,25,0,275,0,0,36,LL,0,0
luxembourg,PLP,114599,119666,0.0678812,1.61293,1863,0.965852,25,0,22,0,0,36,LL,0,0
loc-gowalla_edges,PLP,196591,950327,0.155128,4.85682,647,0.560884,25,0,106,0,0,36,LL,0,0
netherlands,PLP,2216688,2441238,0.910538,31.8619,92595,0.918265,25,0,866,0,0,36,LL,0,0
luxembourg,MPLP,114599,119666,0.135395,2.51497,1824,0.96589,25,0,39,0,0,36,LL,0,0
loc-gowalla_edges,MPLP,196591,950327,0.132576,2.43301,106,0.459952,25,0,55,0,0,36,LL,0,0
netherlands,MPLP,2216688,2441238,0.734187,13.5208,92637,0.918285,25,0,418,0,0,36,LL,0,0
roadNet-PA,PLP,1088092,1541898,0.187871,6.43145,31798,0.900267,25,0,172,0,0,36,LL,0,0
roadNet-PA,MPLP,1088092,1541898,0.300269,5.90456,31220,0.900754,25,0,56,0,0,36,LL,0,0
uk-2002,PLP,18520486,261787258,3.28575,116.784,248227,0.960833,25,0,3244,0,0,36,LL,0,0
nlpkkt200,PLP,16240000,215992816,48.3216,1721.85,1564031,0.515651,25,0,48283,0,0,36,LL,0,0
uk-2002,MPLP,18520486,261787258,3.30107,45.5793,248729,0.9605,25,0,1163,0,0,36,LL,0,0
nlpkkt200,MPLP,16240000,215992816,21.6861,717.752,2805092,0.341314,25,0,19868,0,0,36,LL,0,0
M6,PLP,3501776,10501936,0.869181,30.7535,89263,0.816048,25,0,846,0,0,36,LL,0,0
AS365,PLP,3799275,11368076,0.731501,24.7992,96244,0.818269,25,0,706,0,0,36,LL,0,0
333SP,PLP,3712815,11108633,1.47366,52.3861,62867,0.856957,25,0,1451,0,0,36,LL,0,0
M6,MPLP,3501776,10501936,0.881153,16.0791,90690,0.814564,25,0,366,0,0,36,LL,0,0
AS365,MPLP,3799275,11368076,0.845488,16.9225,92356,0.821846,25,0,366,0,0,36,LL,0,0
333SP,MPLP,3712815,11108633,0.834893,19.0231,63082,0.856178,25,0,375,0,0,36,LL,0,0
NACA0015,PLP,1039183,3114818,0.305146,10.5585,26229,0.81661,25,0,286,0,0,36,LL,0,0
NACA0015,MPLP,1039183,3114818,0.325686,7.80152,26310,0.81646,25,0,93,0,0,36,LL,0,0
Oregon-2,PLP,11806,32730,0.0204328,0.343335,414,0.517329,25,0,8,0,0,36,LL,0,0
belgium,PLP,1441295,1549970,0.733991,24.6956,29641,0.95054,25,0,688,0,0,36,LL,0,0
NLR,PLP,4163763,12487976,0.848138,29.9475,104754,0.817267,25,0,822,0,0,36,LL,0,0
asia,PLP,11950757,12711603,4.47354,158.932,156402,0.968765,25,0,4434,0,0,36,LL,0,0
Oregon-2,MPLP,11806,32730,0.0148563,0.178956,391,0.134874,25,0,3,0,0,36,LL,0,0
belgium,MPLP,1441295,1549970,0.271137,6.53899,27322,0.953328,25,0,67,0,0,36,LL,0,0
NLR,MPLP,4163763,12487976,0.914811,20.1391,105158,0.8166,25,0,410,0,0,36,LL,0,0
asia,MPLP,11950757,12711603,1.94944,27.3958,156105,0.968778,25,0,552,0,0,36,LL,0,0
germany,PLP,11548845,12369181,4.34885,154.358,255632,0.954028,25,0,4307,0,0,36,LL,0,0
delaunay_n24,PLP,16777216,50331601,11.0225,392.014,517432,0.809134,25,0,10949,0,0,36,LL,0,0
germany,MPLP,11548845,12369181,1.83979,25.9872,253882,0.954314,25,0,542,0,0,36,LL,0,0
europe,PLP,50912018,54054660,9.4996,334.688,894822,0.961864,25,0,9416,0,0,36,LL,0,0
kkt_power,PLP,2063494,6482320,0.937808,32.9553,37996,0.757835,25,0,900,0,0,36,LL,0,0
in-2004,PLP,1382908,13591473,0.50291,16.9456,25827,0.940408,25,0,464,0,0,36,LL,0,0
kkt_power,MPLP,2063494,6482320,0.427866,9.85655,38255,0.756674,25,0,179,0,0,36,LL,0,0
in-2004,MPLP,1382908,13591473,0.352982,6.97639,25907,0.941848,25,0,103,0,0,36,LL,0,0
delaunay_n24,MPLP,16777216,50331601,3.36927,58.5233,516530,0.809306,25,0,1413,0,0,36,LL,0,0
europe,MPLP,50912018,54054660,8.0286,94.2873,896993,0.96166,25,0,2484,0,0,36,LL,0,0
loc-gowalla_edges,PLP,196591,950327,0.136568,4.20561,539,0.547712,25,0,98,0,0,36,LL,0,0
loc-gowalla_edges,MPLP,196591,950327,0.0821297,1.56739,33,0.311907,25,0,15,0,0,36,LL,0,0
luxembourg,PLP,114599,119666,0.0650287,1.62283,1881,0.965666,25,0,24,0,0,36,LL,0,0
netherlands,PLP,2216688,2441238,0.925178,32.7905,92946,0.918025,25,0,902,0,0,36,LL,0,0
luxembourg,MPLP,114599,119666,0.110432,2.06333,1748,0.966445,25,0,30,0,0,36,LL,0,0
netherlands,MPLP,2216688,2441238,0.379829,8.82284,92033,0.918581,25,0,113,0,0,36,LL,0,0
roadNet-PA,PLP,1088092,1541898,0.183552,5.53284,31664,0.900236,25,0,146,0,0,36,LL,0,0
roadNet-PA,MPLP,1088092,1541898,0.19804,5.37064,30949,0.901303,25,0,47,0,0,36,LL,0,0
333SP,PLP,3712815,11108633,0.939318,33.1702,62847,0.857228,25,0,912,0,0,36,LL,0,0
nlpkkt200,PLP,16240000,215992816,44.5852,1591.47,535574,0.681219,25,0,44545,0,0,36,LL,0,0
333SP,MPLP,3712815,11108633,0.879517,19.6301,64992,0.85424,25,0,392,0,0,36,LL,0,0
M6,PLP,3501776,10501936,0.743057,25.6513,88378,0.816697,25,0,693,0,0,36,LL,0,0
AS365,PLP,3799275,11368076,0.727416,25.7018,93776,0.821248,25,0,705,0,0,36,LL,0,0
uk-2002,PLP,18520486,261787258,6.05101,216.039,248162,0.960756,25,0,6009,0,0,36,LL,0,0
M6,MPLP,3501776,10501936,0.856372,17.1078,87271,0.817467,25,0,337,0,0,36,LL,0,0
AS365,MPLP,3799275,11368076,0.888577,20.0001,95050,0.819555,25,0,408,0,0,36,LL,0,0
NACA0015,PLP,1039183,3114818,0.210657,7.26101,26581,0.815462,25,0,191,0,0,36,LL,0,0
nlpkkt200,MPLP,16240000,215992816,21.9646,721.785,2580741,0.355476,25,0,20017,0,0,36,LL,0,0
NACA0015,MPLP,1039183,3114818,0.371169,10.7606,26813,0.814684,25,0,224,0,0,36,LL,0,0
uk-2002,MPLP,18520486,261787258,3.3226,48.8695,248971,0.960637,25,0,1197,0,0,36,LL,0,0
NLR,PLP,4163763,12487976,0.862555,30.0353,104419,0.817584,25,0,810,0,0,36,LL,0,0
NLR,MPLP,4163763,12487976,1.00339,20.2512,104164,0.817455,25,0,483,0,0,36,LL,0,0
Oregon-2,PLP,11806,32730,0.0174102,0.25214,411,0.407735,25,0,8,0,0,36,LL,0,0
belgium,PLP,1441295,1549970,0.493392,12.09,30710,0.949462,25,0,471,0,0,36,LL,0,0
asia,PLP,11950757,12711603,3.30103,117.23,156531,0.968749,25,0,3268,0,0,36,LL,0,0
Oregon-2,MPLP,11806,32730,0.0430327,0.727501,400,0.163341,25,0,9,0,0,36,LL,0,0
belgium,MPLP,1441295,1549970,0.317336,7.2033,28858,0.95142,25,0,133,0,0,36,LL,0,0
asia,MPLP,11950757,12711603,1.88639,26.8808,155594,0.968953,25,0,505,0,0,36,LL,0,0
germany,PLP,11548845,12369181,2.04539,72.5536,256234,0.953971,25,0,2013,0,0,36,LL,0,0
delaunay_n24,PLP,16777216,50331601,4.22755,148.997,516706,0.809307,25,0,4159,0,0,36,LL,0,0
germany,MPLP,11548845,12369181,2.0203,29.2304,255394,0.954105,25,0,643,0,0,36,LL,0,0
europe,PLP,50912018,54054660,8.96717,318.906,899392,0.961716,25,0,8884,0,0,36,LL,0,0
delaunay_n24,MPLP,16777216,50331601,3.44358,59.1928,516913,0.809229,25,0,1459,0,0,36,LL,0,0
europe,MPLP,50912018,54054660,8.35729,103.197,904244,0.961464,25,0,2535,0,0,36,LL,0,0
kkt_power,PLP,2063494,6482320,0.563149,18.5251,38210,0.756878,25,0,532,0,0,36,LL,0,0
in-2004,PLP,1382908,13591473,0.422242,14.5699,25938,0.940151,25,0,402,0,0,36,LL,0,0
kkt_power,MPLP,2063494,6482320,0.428488,11.3339,38185,0.756614,25,0,196,0,0,36,LL,0,0
in-2004,MPLP,1382908,13591473,0.351764,6.90281,25875,0.940054,25,0,98,0,0,36,LL,0,0
luxembourg,PLP,114599,119666,0.066003,1.6987,1829,0.966246,25,0,23,0,0,36,LL,0,0
loc-gowalla_edges,PLP,196591,950327,0.0895963,2.4507,488,0.60808,25,0,48,0,0,36,LL,0,0
luxembourg,MPLP,114599,119666,0.117341,2.16395,1795,0.966387,25,0,27,0,0,36,LL,0,0
loc-gowalla_edges,MPLP,196591,950327,0.159051,2.81279,80,0.481299,25,0,74,0,0,36,LL,0,0
netherlands,PLP,2216688,2441238,0.516242,17.7965,92574,0.918263,25,0,472,0,0,36,LL,0,0
netherlands,MPLP,2216688,2441238,0.410399,9.48802,92592,0.918278,25,0,116,0,0,36,LL,0,0
roadNet-PA,PLP,1088092,1541898,0.220245,7.2457,31854,0.900201,25,0,182,0,0,36,LL,0,0
333SP,PLP,3712815,11108633,1.01153,35.9348,63039,0.856733,25,0,988,0,0,36,LL,0,0
roadNet-PA,MPLP,1088092,1541898,0.2448,5.14677,30495,0.901965,25,0,84,0,0,36,LL,0,0
333SP,MPLP,3712815,11108633,0.89776,17.0174,63612,0.85505,25,0,407,0,0,36,LL,0,0
uk-2002,PLP,18520486,261787258,3.3518,119.235,248216,0.960641,25,0,3312,0,0,36,LL,0,0
AS365,PLP,3799275,11368076,0.759262,23.7213,95507,0.81912,25,0,737,0,0,36,LL,0,0
nlpkkt200,PLP,16240000,215992816,51.2499,1826.87,2581958,0.384645,25,0,51209,0,0,36,LL,0,0
AS365,MPLP,3799275,11368076,0.994878,17.9701,91805,0.822197,25,0,475,0,0,36,LL,0,0
M6,PLP,3501776,10501936,0.68327,24.0684,88668,0.816577,25,0,658,0,0,36,LL,0,0
NACA0015,PLP,1039183,3114818,0.219586,7.5544,26606,0.815692,25,0,200,0,0,36,LL,0,0
M6,MPLP,3501776,10501936,0.918827,16.6962,86064,0.818738,25,0,456,0,0,36,LL,0,0
NACA0015,MPLP,1039183,3114818,0.528649,9.74675,25688,0.817982,25,0,377,0,0,36,LL,0,0
uk-2002,MPLP,18520486,261787258,3.42556,50.9478,248981,0.960865,25,0,1216,0,0,36,LL,0,0
NLR,PLP,4163763,12487976,0.879718,31.1104,104817,0.817159,25,0,855,0,0,36,LL,0,0
nlpkkt200,MPLP,16240000,215992816,21.1285,690.832,2317380,0.40547,25,0,19272,0,0,36,LL,0,0
NLR,MPLP,4163763,12487976,0.956935,21.385,103070,0.818454,25,0,431,0,0,36,LL,0,0
Oregon-2,PLP,11806,32730,0.0357875,0.614996,434,0.45822,25,0,3,0,0,36,LL,0,0
asia,PLP,11950757,12711603,2.13177,75.2717,156481,0.968751,25,0,2090,0,0,36,LL,0,0
Oregon-2,MPLP,11806,32730,0.0363693,0.592212,408,0.174734,25,0,2,0,0,36,LL,0,0
asia,MPLP,11950757,12711603,1.97924,30.5757,156474,0.96876,25,0,625,0,0,36,LL,0,0
belgium,PLP,1441295,1549970,0.625798,22.1787,30170,0.949919,25,0,603,0,0,36,LL,0,0
belgium,MPLP,1441295,1549970,0.3637,7.72868,28740,0.951684,25,0,94,0,0,36,LL,0,0
delaunay_n24,PLP,16777216,50331601,10.0535,358.542,517022,0.809212,25,0,10013,0,0,36,LL,0,0
germany,PLP,11548845,12369181,5.54659,196.975,256664,0.953911,25,0,5485,0,0,36,LL,0,0
europe,PLP,50912018,54054660,24.8159,883.126,899655,0.961714,25,0,24732,0,0,36,LL,0,0
delaunay_n24,MPLP,16777216,50331601,3.24677,55.3011,517201,0.809176,25,0,1363,0,0,36,LL,0,0
germany,MPLP,11548845,12369181,1.90618,25.2182,251552,0.954609,25,0,548,0,0,36,LL,0,0
europe,MPLP,50912018,54054660,8.12468,98.533,901535,0.961526,25,0,2512,0,0,36,LL,0,0
kkt_power,PLP,2063494,6482320,0.566677,19.5994,38034,0.75732,25,0,531,0,0,36,LL,0,0
in-2004,PLP,1382908,13591473,0.402434,13.7473,25941,0.939929,25,0,382,0,0,36,LL,0,0
kkt_power,MPLP,2063494,6482320,0.393736,8.19798,39162,0.753764,25,0,158,0,0,36,LL,0,0
in-2004,MPLP,1382908,13591473,0.311973,6.87428,25749,0.939148,25,0,109,0,0,36,LL,0,0
loc-gowalla_edges,PLP,196591,950327,0.134554,3.15938,614,0.483412,25,0,116,0,0,36,LL,0,0
loc-gowalla_edges,MPLP,196591,950327,0.129554,2.49574,18,0.229808,25,0,16,0,0,36,LL,0,0
luxembourg,PLP,114599,119666,0.0596847,1.36239,1874,0.965627,25,0,17,0,0,36,LL,0,0
netherlands,PLP,2216688,2441238,0.467114,16.4135,92639,0.91823,25,0,445,0,0,36,LL,0,0
luxembourg,MPLP,114599,119666,0.11097,1.90463,1767,0.966394,25,0,22,0,0,36,LL,0,0
netherlands,MPLP,2216688,2441238,0.382208,9.22185,92332,0.918388,25,0,125,0,0,36,LL,0,0
roadNet-PA,PLP,1088092,1541898,0.177727,5.63864,31763,0.900412,25,0,141,0,0,36,LL,0,0
roadNet-PA,MPLP,1088092,1541898,0.268971,5.55455,31132,0.901054,25,0,58,0,0,36,LL,0,0
AS365,PLP,3799275,11368076,0.77122,25.0728,95173,0.819744,25,0,743,0,0,36,LL,0,0
333SP,PLP,3712815,11108633,1.02221,35.8955,63555,0.856753,25,0,968,0,0,36,LL,0,0
uk-2002,PLP,18520486,261787258,3.38151,120.362,248233,0.960821,25,0,3342,0,0,36,LL,0,0
AS365,MPLP,3799275,11368076,0.848624,19.0168,94966,0.819592,25,0,383,0,0,36,LL,0,0
333SP,MPLP,3712815,11108633,1.15917,24.7326,64018,0.855065,25,0,636,0,0,36,LL,0,0
nlpkkt200,PLP,16240000,215992816,60.9502,2173.73,2483786,0.402331,25,0,60910,0,0,36,LL,0,0
M6,PLP,3501776,10501936,0.831416,29.467,88921,0.816364,25,0,807,0,0,36,LL,0,0
NACA0015,PLP,1039183,3114818,0.238508,7.89399,26636,0.815241,25,0,194,0,0,36,LL,0,0
NACA0015,MPLP,1039183,3114818,0.486379,11.2946,26793,0.815184,25,0,300,0,0,36,LL,0,0
M6,MPLP,3501776,10501936,0.852882,18.3834,88752,0.815883,25,0,358,0,0,36,LL,0,0
uk-2002,MPLP,18520486,261787258,3.33617,48.1646,249091,0.960322,25,0,1142,0,0,36,LL,0,0
nlpkkt200,MPLP,16240000,215992816,20.816,683.484,2427539,0.39911,25,0,18954,0,0,36,LL,0,0
Oregon-2,PLP,11806,32730,0.0440562,0.801729,408,0.209304,25,0,8,0,0,36,LL,0,0
NLR,PLP,4163763,12487976,0.835815,28.8317,106126,0.816281,25,0,810,0,0,36,LL,0,0
asia,PLP,11950757,12711603,4.18619,148.429,156443,0.968772,25,0,4123,0,0,36,LL,0,0
Oregon-2,MPLP,11806,32730,0.0756572,1.34531,393,0.130557,25,0,17,0,0,36,LL,0,0
NLR,MPLP,4163763,12487976,0.949781,20.3386,102683,0.818741,25,0,433,0,0,36,LL,0,0
asia,MPLP,11950757,12711603,1.88917,27.4655,155975,0.968865,25,0,523,0,0,36,LL,0,0
belgium,PLP,1441295,1549970,0.743765,24.2094,30656,0.94938,25,0,704,0,0,36,LL,0,0
belgium,MPLP,1441295,1549970,0.307897,6.78265,29422,0.950812,25,0,71,0,0,36,LL,0,0
delaunay_n24,PLP,16777216,50331601,3.89616,136.948,516628,0.809243,25,0,3850,0,0,36,LL,0,0
delaunay_n24,MPLP,16777216,50331601,3.13117,53.7198,516291,0.809329,25,0,1270,0,0,36,LL,0,0
germany,PLP,11548845,12369181,4.32423,150.459,250182,0.954768,25,0,4286,0,0,36,LL,0,0
germany,MPLP,11548845,12369181,1.8795,28.1321,256423,0.953917,25,0,545,0,0,36,LL,0,0
europe,PLP,50912018,54054660,27.9985,995.701,899491,0.961729,25,0,27893,0,0,36,LL,0,0
in-2004,PLP,1382908,13591473,0.273452,9.48421,25907,0.940598,25,0,255,0,0,36,LL,0,0
in-2004,MPLP,1382908,13591473,0.34932,7.44593,25817,0.940496,25,0,100,0,0,36,LL,0,0
europe,MPLP,50912018,54054660,8.49655,108.57,897752,0.961683,25,0,2656,0,0,36,LL,0,0
kkt_power,PLP,2063494,6482320,0.677634,23.6927,38026,0.757337,25,0,665,0,0,36,LL,0,0
kkt_power,MPLP,2063494,6482320,0.421148,11.7336,38081,0.757349,25,0,169,0,0,36,LL,0,0
luxembourg,PLP,114599,119666,0.0342831,0.886845,1917,0.965196,25,0,17,0,0,36,LL,0,0
loc-gowalla_edges,PLP,196591,950327,0.104894,2.98905,767,0.550611,25,0,61,0,0,36,LL,0,0
luxembourg,MPLP,114599,119666,0.0532791,0.944896,1719,0.966647,25,0,14,0,0,36,LL,0,0
loc-gowalla_edges,MPLP,196591,950327,0.110749,2.14677,19,0.195446,25,0,15,0,0,36,LL,0,0
netherlands,PLP,2216688,2441238,0.480077,16.4987,92645,0.918231,25,0,434,0,0,36,LL,0,0
netherlands,MPLP,2216688,2441238,0.47229,9.31563,91998,0.918692,25,0,187,0,0,36,LL,0,0
roadNet-PA,PLP,1088092,1541898,0.196368,6.42143,31883,0.900082,25,0,159,0,0,36,LL,0,0
roadNet-PA,MPLP,1088092,1541898,0.235809,4.73857,30853,0.901414,25,0,42,0,0,36,LL,0,0
uk-2002,PLP,18520486,261787258,5.25513,182.863,248055,0.960415,25,0,5212,0,0,36,LL,0,0
nlpkkt200,PLP,16240000,215992816,75.2467,2681.25,2889390,0.322007,25,0,75186,0,0,36,LL,0,0
uk-2002,MPLP,18520486,261787258,3.3318,50.7938,248991,0.960741,25,0,1203,0,0,36,LL,0,0
nlpkkt200,MPLP,16240000,215992816,22.2771,734.933,2759845,0.319019,25,0,20348,0,0,36,LL,0,0
