GraphName,Version,Nodes,Edges,Wall Time,CPU Time,Clusters,Modularity,MaxIterations,FirstMoveTime,MoveTime,CoarsenTime,RefineTime,Threads,CacheLevel,CacheMissCount,Refine,StablePartitioningTime,Scale,EdgeFactor,a,b,c,d
RMAT_20_16-0.570000-0.190000-0.190000-0.050000,ONPL,1048576,16777216,2.92949,90.8246,392963,0.0739765,25,1551.28,1712.28,394.616,0,48,LL,0,0,0,20,16,0.57,0.19,0.19,0.05
RMAT_20_32-0.570000-0.190000-0.190000-0.050000,PLM,1048576,33554432,22.2937,268.027,295496,0.0525925,25,18511.4,20844.4,578.59,0,48,L1D,0,0,0,20,32,0.57,0.19,0.19,0.05
RMAT_20_32-0.400000-0.300000-0.200000-0.100000,PLM,1048576,33554432,23.9552,265.076,2621,0.0892758,25,22592,22668,527.316,0,48,L1D,0,0,0,20,32,0.4,0.3,0.2,0.1
RMAT_20_16-0.570000-0.190000-0.190000-0.050000,ONPL,1048576,16777216,2.73914,96.4249,392965,0.073712,25,1511.22,1680.22,368.902,0,48,LL,0,0,0,20,16,0.57,0.19,0.19,0.05
RMAT_20_16-0.400000-0.300000-0.200000-0.100000,ONPL,1048576,16777216,3.00413,101.14,14045,0.122508,25,1572.8,1808.8,385.285,0,48,LL,0,0,0,20,16,0.4,0.3,0.2,0.1
RMAT_20_16-0.330000-0.330000-0.330000-0.010000,PLM,1048576,16777216,28.4138,341.291,58676,0.112602,25,9285.04,26668,571.678,0,48,L1D,0,0,0,20,16,0.33,0.33,0.33,0.01
RMAT_20_16-0.570000-0.190000-0.190000-0.050000,ONPL,1048576,16777216,3.11506,109.785,392957,0.0732767,25,1893.36,2058.36,370.763,0,48,LL,0,0,0,20,16,0.57,0.19,0.19,0.05
RMAT_20_16-0.400000-0.300000-0.200000-0.100000,ONPL,1048576,16777216,2.95591,107.73,14045,0.128068,25,1901.93,1964.93,356.8,0,48,LL,0,0,0,20,16,0.4,0.3,0.2,0.1
RMAT_20_16-0.570000-0.190000-0.190000-0.050000,ONPL,1048576,16777216,2.73784,93.4217,392958,0.0740722,25,1506.03,1695.03,363.666,0,48,LL,0,0,0,20,16,0.57,0.19,0.19,0.05
RMAT_20_16-0.400000-0.300000-0.200000-0.100000,ONPL,1048576,16777216,2.85309,104.206,14034,0.127552,25,1814.62,1897.62,342.924,0,48,LL,0,0,0,20,16,0.4,0.3,0.2,0.1
RMAT_20_16-0.570000-0.190000-0.190000-0.050000,ONPL,1048576,16777216,2.74122,95.0546,392975,0.0741522,25,1462.66,1661.66,376.193,0,48,LL,0,0,0,20,16,0.57,0.19,0.19,0.05
RMAT_20_16-0.400000-0.300000-0.200000-0.100000,ONPL,1048576,16777216,2.89344,105.727,14044,0.125531,25,1719.35,1869.35,359.477,0,48,LL,0,0,0,20,16,0.4,0.3,0.2,0.1
RMAT_20_16-0.570000-0.190000-0.190000-0.050000,ONPL,1048576,16777216,2.84105,93.3977,392956,0.0737164,25,1522.67,1719.67,384.532,0,48,LL,0,0,0,20,16,0.57,0.19,0.19,0.05
RMAT_20_16-0.400000-0.300000-0.200000-0.100000,ONPL,1048576,16777216,2.7768,100.73,14045,0.128495,25,1685.06,1784.06,344.463,0,48,LL,0,0,0,20,16,0.4,0.3,0.2,0.1
RMAT_20_16-0.570000-0.190000-0.190000-0.050000,ONPL,1048576,16777216,3.23389,110.426,392959,0.0740625,25,1935.05,2119.05,391.84,0,48,LL,0,0,0,20,16,0.57,0.19,0.19,0.05
RMAT_20_32-0.330000-0.330000-0.330000-0.010000,PLM,1048576,33554432,36.1301,448.804,24029,0.091442,25,21164,34243,618.017,0,48,L1D,0,0,0,20,32,0.33,0.33,0.33,0.01
RMAT_20_32-0.570000-0.190000-0.190000-0.050000,PLM,1048576,33554432,21.2254,220.17,295475,0.0534218,25,18764.5,19880.5,550.768,0,48,L1D,0,0,0,20,32,0.57,0.19,0.19,0.05
RMAT_20_16-0.570000-0.190000-0.190000-0.050000,ONPL,1048576,16777216,2.65612,94.1455,392979,0.0737888,25,1365.92,1593.92,369.715,0,48,LL,0,0,0,20,16,0.57,0.19,0.19,0.05
RMAT_20_32-0.400000-0.300000-0.200000-0.100000,PLM,1048576,33554432,23.7037,243.381,2624,0.0906103,25,22377.9,22394.9,549.276,0,48,L1D,0,0,0,20,32,0.4,0.3,0.2,0.1
